Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Subject,Ticket Status,Resolution,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,First Response Delay (hrs),Resolution Time (hrs)
32,0,3,0,11,0,497,0,0,3,29690.76027777778,29705.710277777776
62,0,22,3,5,0,998,1,2,3,19763.31027777778,19753.14361111111
32,1,2,3,15,2,0,3,3,3,20794.643888888888,21306.388055555555
35,1,6,0,11,0,1249,1,1,5,27697.56111111111,27710.444444444445
63,1,29,0,5,0,2301,2,0,5,18990.945,18998.27833333333
45,0,28,4,9,1,0,1,3,3,21273.225972222222,21306.388055555555
59,0,15,1,0,0,770,3,0,2,13580.862222222222,13572.57888888889
43,2,20,2,5,0,421,0,2,1,29550.14611111111,29557.04611111111
27,0,28,3,11,0,116,2,2,3,21659.563055555554,21659.879722222224
40,2,39,4,2,2,0,0,0,3,16483.913055555557,21306.388055555555
23,1,4,3,14,0,2211,3,1,2,21115.08,21097.496666666662
46,2,39,3,11,1,0,1,0,3,21273.225972222222,21306.388055555555
65,0,16,0,9,1,0,1,3,3,21273.225972222222,21306.388055555555
44,0,12,4,4,2,0,2,0,3,24395.94777777778,21306.388055555555
21,0,4,2,15,2,0,1,2,3,16073.898333333333,21306.388055555555
62,1,23,0,0,2,0,0,3,3,13385.59861111111,21306.388055555555
20,0,19,0,3,1,0,1,1,3,21273.225972222222,21306.388055555555
55,2,9,2,10,0,499,0,2,3,24100.98305555556,24114.03305555556
32,1,31,1,10,0,1842,3,1,3,14048.266666666666,14057.416666666666
37,1,27,3,2,1,0,3,2,3,21273.225972222222,21306.388055555555
31,2,19,1,14,1,0,1,0,3,21273.225972222222,21306.388055555555
31,0,18,4,6,0,1581,0,1,3,25863.534444444445,25850.73444444445
55,1,13,2,10,1,0,1,2,3,21273.225972222222,21306.388055555555
18,0,33,1,11,2,0,2,0,3,17358.301666666666,21306.388055555555
42,0,0,1,4,2,0,0,1,3,22885.30222222222,21306.388055555555
40,1,9,3,8,0,266,1,1,4,12625.419444444444,12633.052777777775
41,2,10,2,8,2,0,3,0,3,20479.03638888889,21306.388055555555
41,1,13,2,14,0,2412,2,0,2,23497.886666666665,23500.986666666668
53,1,3,0,13,1,0,0,0,3,21273.225972222222,21306.388055555555
42,2,39,3,6,1,0,0,0,3,21273.225972222222,21306.388055555555
67,1,25,3,8,1,0,3,0,3,21273.225972222222,21306.388055555555
51,1,18,1,11,2,0,1,3,3,29543.921388888888,21306.388055555555
67,2,0,1,7,0,1362,3,1,3,22951.121944444443,22952.63861111111
46,2,19,3,14,0,1409,1,1,2,27283.30583333333,27267.705833333333
65,1,38,2,2,0,63,0,3,2,17215.189166666667,17208.5725
55,0,32,1,14,1,0,3,2,3,21273.225972222222,21306.388055555555
34,2,28,3,10,0,1393,0,2,2,17751.356666666667,17746.24
18,0,15,4,6,0,560,2,3,2,16613.406944444443,16620.456944444446
50,2,38,0,11,1,0,0,1,3,21273.225972222222,21306.388055555555
55,1,37,3,11,2,0,1,2,3,28110.34083333333,21306.388055555555
33,1,20,1,10,0,1931,2,3,2,23679.824444444443,23677.85777777778
44,0,36,0,13,0,1908,3,2,4,25498.075,25500.191666666666
32,0,0,3,3,1,0,1,3,3,21273.225972222222,21306.388055555555
65,1,26,2,9,2,0,2,1,3,23337.64222222222,21306.388055555555
51,2,36,0,9,0,2200,0,0,5,28624.39277777778,28615.07611111111
24,0,1,1,5,1,0,2,2,3,21273.225972222222,21306.388055555555
36,2,3,0,12,0,2679,3,1,2,14033.577222222222,14033.37722222222
50,0,40,0,6,1,0,2,1,3,21273.225972222222,21306.388055555555
70,0,34,0,3,0,392,2,1,4,27393.81111111111,27388.294444444444
18,1,0,4,15,1,0,2,3,3,21273.225972222222,21306.388055555555
53,0,9,2,3,0,624,0,1,1,23527.145277777778,23536.54527777778
70,1,12,2,11,1,0,0,0,3,21273.225972222222,21306.388055555555
31,1,38,2,9,2,0,0,2,3,23090.16222222222,21306.388055555555
53,1,24,3,11,1,0,0,0,3,21273.225972222222,21306.388055555555
18,0,15,2,9,1,0,2,2,3,21273.225972222222,21306.388055555555
49,0,12,3,4,0,1166,1,0,5,29915.41305555556,29910.44638888889
53,2,16,1,2,2,0,2,3,3,18699.313611111116,21306.388055555555
20,0,24,1,2,1,0,3,2,3,21273.225972222222,21306.388055555555
56,0,35,2,3,2,0,1,3,3,22243.18083333333,21306.388055555555
62,2,39,1,10,1,0,3,1,3,21273.225972222222,21306.388055555555
20,0,34,1,14,1,0,2,3,3,21273.225972222222,21306.388055555555
62,1,23,3,6,0,639,2,1,2,29272.99861111111,29267.515277777777
69,0,12,2,6,0,1231,0,2,4,24170.4325,24185.01583333333
25,2,25,0,4,0,2225,3,1,1,29537.91638888889,29543.14972222222
42,0,19,2,1,2,0,1,1,3,18868.8,21306.388055555555
43,0,27,3,15,0,1449,3,1,1,24335.40055555556,24338.200555555555
39,1,7,4,4,2,0,0,3,3,19140.4675,21306.388055555555
68,1,36,3,12,0,567,0,1,4,13812.068055555555,13811.984722222222
35,2,12,0,6,1,0,0,2,3,21273.225972222222,21306.388055555555
49,2,30,2,2,0,370,1,1,4,15775.618611111113,15767.385277777776
30,1,24,0,11,1,0,1,1,3,21273.225972222222,21306.388055555555
63,2,4,4,11,0,2405,3,3,1,26074.703055555558,26069.08638888889
60,1,24,4,6,2,0,2,2,3,26418.353333333333,21306.388055555555
24,2,4,2,14,2,0,1,2,3,24432.803888888888,21306.388055555555
53,0,19,2,9,1,0,3,3,3,21273.225972222222,21306.388055555555
68,0,39,3,6,2,0,1,1,3,22880.95472222222,21306.388055555555
51,1,14,3,1,1,0,0,2,3,21273.225972222222,21306.388055555555
70,0,8,4,4,0,1631,0,1,1,13188.571944444444,13186.371944444443
51,2,17,1,3,2,0,0,0,3,23320.039166666666,21306.388055555555
39,0,9,2,2,0,2051,0,1,4,20778.256388888887,20762.98972222222
68,2,20,4,11,0,475,0,3,5,29218.223055555554,29226.05638888889
68,0,36,2,0,1,0,1,0,3,21273.225972222222,21306.388055555555
61,1,18,4,3,0,518,1,3,1,19490.640277777777,19495.723611111112
59,1,29,3,7,0,2340,1,3,1,15478.257222222222,15475.590555555556
18,1,37,0,14,0,2731,0,0,5,20213.6075,20209.34083333333
48,0,1,2,14,1,0,2,0,3,21273.225972222222,21306.388055555555
60,0,2,2,11,0,174,1,1,5,29250.875,29252.408333333333
36,0,16,4,8,0,505,1,3,3,19009.97527777778,19016.97527777778
63,2,9,0,12,2,0,1,3,3,29036.059166666662,21306.388055555555
36,2,15,2,15,1,0,2,2,3,21273.225972222222,21306.388055555555
65,2,34,4,14,0,2385,0,1,4,24845.67638888889,24854.609722222223
18,1,14,3,7,0,334,3,0,1,28979.24333333333,28971.126666666667
56,2,2,1,14,1,0,1,0,3,21273.225972222222,21306.388055555555
48,1,29,0,2,0,1704,3,2,3,23512.9775,23502.310833333333
68,2,11,1,5,1,0,3,3,3,21273.225972222222,21306.388055555555
36,0,41,2,11,2,0,3,0,3,20011.644722222223,21306.388055555555
31,2,17,1,9,2,0,2,2,3,24298.711666666662,21306.388055555555
49,0,33,2,8,1,0,3,2,3,21273.225972222222,21306.388055555555
62,1,15,1,1,2,0,3,3,3,25567.6125,21306.388055555555
67,2,7,3,7,2,0,2,0,3,20902.46305555556,21306.388055555555
20,2,28,4,10,0,305,0,3,3,24485.796666666665,24491.61333333333
39,1,38,3,12,2,0,2,1,3,21731.297222222223,21306.388055555555
63,2,35,2,14,2,0,2,0,3,24995.21444444445,21306.388055555555
64,2,30,0,6,1,0,0,1,3,21273.225972222222,21306.388055555555
31,0,39,1,4,1,0,2,0,3,21273.225972222222,21306.388055555555
60,1,3,4,5,0,235,1,2,5,15751.198888888888,15755.198888888888
65,2,26,0,3,1,0,1,0,3,21273.225972222222,21306.388055555555
26,2,25,4,10,2,0,3,1,3,17985.56638888889,21306.388055555555
49,0,32,1,11,2,0,3,3,3,23144.13333333333,21306.388055555555
53,0,18,1,10,2,0,0,3,3,27304.417222222222,21306.388055555555
35,2,14,2,15,2,0,1,3,3,23559.251111111116,21306.388055555555
41,2,20,2,14,0,1576,3,0,2,23318.30138888889,23311.234722222223
39,1,9,1,7,1,0,1,2,3,21273.225972222222,21306.388055555555
50,2,39,3,12,0,1878,0,0,4,26122.351944444443,26125.81861111111
37,1,15,3,1,1,0,2,1,3,21273.225972222222,21306.388055555555
59,1,36,4,6,0,1551,1,1,4,18703.13611111111,18710.286111111112
45,1,2,0,4,2,0,0,1,3,17360.82,21306.388055555555
65,1,39,3,8,0,1063,1,3,4,28180.403611111116,28197.653611111116
41,1,18,1,1,0,1932,0,3,5,26519.1375,26500.2375
44,1,1,2,5,0,2150,1,2,3,27891.554722222223,27904.304722222223
54,0,38,0,11,0,2228,1,3,5,17502.655277777776,17505.471944444445
53,0,22,0,8,1,0,3,1,3,21273.225972222222,21306.388055555555
20,0,11,3,15,0,2675,1,1,4,16265.12277777778,16255.12277777778
63,2,38,3,10,2,0,0,0,3,16175.006666666666,21306.388055555555
52,2,10,4,6,0,319,3,2,4,20553.556944444445,20560.640277777777
66,1,39,1,9,1,0,3,0,3,21273.225972222222,21306.388055555555
59,2,12,3,1,2,0,3,3,3,20862.52388888889,21306.388055555555
25,1,32,3,14,1,0,3,2,3,21273.225972222222,21306.388055555555
58,1,39,3,9,0,355,1,3,2,15169.508333333331,15171.508333333331
66,2,36,0,2,2,0,3,3,3,14628.542222222222,21306.388055555555
42,0,6,0,4,1,0,1,0,3,21273.225972222222,21306.388055555555
44,1,18,3,10,0,2601,1,1,1,22019.30972222222,22011.97638888889
55,1,32,1,4,1,0,2,0,3,21273.225972222222,21306.388055555555
64,1,18,2,13,1,0,0,2,3,21273.225972222222,21306.388055555555
61,1,26,1,5,0,2258,0,3,2,15325.978055555555,15334.31138888889
30,2,32,4,15,1,0,3,3,3,21273.225972222222,21306.388055555555
34,2,38,4,2,1,0,2,3,3,21273.225972222222,21306.388055555555
56,1,38,0,12,1,0,0,2,3,21273.225972222222,21306.388055555555
50,2,17,0,9,2,0,2,3,3,12619.746666666666,21306.388055555555
46,2,5,3,9,0,2622,1,2,5,18791.613611111112,18794.01361111111
55,1,24,3,11,0,789,0,2,2,25463.83055555556,25477.147222222226
56,2,29,2,13,0,2740,3,0,3,21005.74777777778,21004.264444444445
56,0,19,4,8,0,395,3,1,2,22909.847777777777,22908.58111111111
44,0,27,1,3,0,2261,0,0,1,23917.59833333333,23922.698333333334
38,2,32,0,1,2,0,3,0,3,18290.84888888889,21306.388055555555
65,0,27,0,15,1,0,3,2,3,21273.225972222222,21306.388055555555
36,0,16,3,13,1,0,0,3,3,21273.225972222222,21306.388055555555
30,0,27,1,6,1,0,0,0,3,21273.225972222222,21306.388055555555
50,2,4,2,14,2,0,1,0,3,16190.300277777778,21306.388055555555
45,2,1,0,11,0,2616,3,3,2,22886.73361111111,22882.316944444443
45,2,13,3,12,0,2062,3,2,2,13572.367222222225,13574.417222222222
50,0,26,3,13,1,0,1,2,3,21273.225972222222,21306.388055555555
49,1,41,0,6,1,0,0,1,3,21273.225972222222,21306.388055555555
27,1,25,3,13,0,774,1,3,3,26815.86833333333,26810.585
44,2,39,1,6,0,735,1,0,3,12841.41888888889,12859.41888888889
18,1,23,4,9,2,0,3,2,3,28650.452777777777,21306.388055555555
62,2,16,0,13,2,0,0,1,3,27331.903055555555,21306.388055555555
21,1,8,4,11,1,0,0,3,3,21273.225972222222,21306.388055555555
57,1,14,2,14,0,1441,0,1,4,15606.170555555556,15616.970555555556
52,0,5,2,6,1,0,1,1,3,21273.225972222222,21306.388055555555
29,2,39,3,15,1,0,2,0,3,21273.225972222222,21306.388055555555
25,0,16,3,2,0,1256,0,3,5,16376.771944444445,16375.155277777778
67,0,8,0,6,1,0,3,2,3,21273.225972222222,21306.388055555555
20,0,0,2,9,2,0,0,2,3,28400.08916666667,21306.388055555555
47,0,35,3,7,2,0,1,3,3,16606.373055555556,21306.388055555555
45,1,26,0,12,0,1448,2,3,1,16064.090277777776,16056.72361111111
42,1,20,4,8,0,148,0,2,1,29801.924166666668,29785.4575
61,2,18,3,12,1,0,2,2,3,21273.225972222222,21306.388055555555
51,0,16,2,14,1,0,2,2,3,21273.225972222222,21306.388055555555
33,1,16,0,5,0,813,0,0,4,17805.491944444446,17798.125277777777
43,0,20,2,4,0,1544,0,0,5,16354.359166666669,16364.4425
64,0,16,4,5,1,0,1,3,3,21273.225972222222,21306.388055555555
45,2,9,1,4,0,210,1,0,5,15333.226666666667,15311.46
64,1,32,3,13,2,0,2,3,3,27084.76055555556,21306.388055555555
56,0,2,3,3,0,1317,3,0,4,18108.91083333333,18101.344166666662
64,2,2,0,14,1,0,0,3,3,21273.225972222222,21306.388055555555
39,2,15,3,12,0,2586,3,2,5,13226.64472222222,13235.328055555556
37,1,5,1,10,2,0,0,2,3,14445.378333333334,21306.388055555555
29,0,36,4,12,0,2745,0,1,2,29271.81194444445,29257.461944444443
55,0,5,2,4,0,2005,2,2,3,16317.945833333331,16314.379166666668
31,0,0,2,7,2,0,3,1,3,22393.89583333333,21306.388055555555
40,2,29,0,14,2,0,3,2,3,13472.579722222225,21306.388055555555
56,2,28,1,13,2,0,2,3,3,16916.88,21306.388055555555
29,0,17,1,5,1,0,2,2,3,21273.225972222222,21306.388055555555
52,2,9,1,5,2,0,3,0,3,20834.51388888889,21306.388055555555
18,2,41,0,9,0,871,1,2,1,19710.547777777778,19711.897777777776
64,1,27,4,13,2,0,3,0,3,29656.647777777776,21306.388055555555
58,2,4,1,0,0,1370,0,0,2,15228.515,15215.648333333333
21,1,5,4,4,0,1953,3,1,5,16789.44861111111,16782.61527777778
19,1,17,3,15,1,0,0,1,3,21273.225972222222,21306.388055555555
36,2,41,0,2,0,2427,2,0,3,20307.699444444443,20315.332777777778
36,1,21,0,2,1,0,2,3,3,21273.225972222222,21306.388055555555
49,1,9,0,5,1,0,0,3,3,21273.225972222222,21306.388055555555
67,1,33,2,12,0,133,1,3,3,24784.63388888889,24790.76722222222
60,1,1,4,6,1,0,1,2,3,21273.225972222222,21306.388055555555
64,1,10,1,6,1,0,3,3,3,21273.225972222222,21306.388055555555
44,2,39,1,15,0,1255,0,0,4,17918.118333333332,17911.485
54,1,29,1,0,2,0,0,3,3,22581.63555555556,21306.388055555555
64,1,4,1,3,0,1104,2,2,5,13200.169166666668,13209.069166666666
64,2,10,0,14,2,0,0,2,3,25382.936388888887,21306.388055555555
28,1,29,3,2,1,0,1,0,3,21273.225972222222,21306.388055555555
46,2,37,3,11,1,0,0,3,3,21273.225972222222,21306.388055555555
60,2,36,3,8,2,0,2,1,3,28580.03777777778,21306.388055555555
23,2,24,1,10,2,0,3,0,3,23772.88833333333,21306.388055555555
61,0,9,4,15,1,0,3,3,3,21273.225972222222,21306.388055555555
46,0,36,0,7,2,0,1,3,3,13807.93861111111,21306.388055555555
30,2,25,2,14,0,2540,1,3,2,16293.521944444445,16286.488611111112
46,1,12,4,2,2,0,0,2,3,25981.9725,21306.388055555555
23,1,7,4,11,2,0,2,0,3,15649.906388888889,21306.388055555555
61,1,23,4,9,0,2298,3,1,5,28525.656666666662,28512.556666666667
18,0,13,1,7,2,0,3,2,3,27986.99055555556,21306.388055555555
20,2,1,4,6,2,0,2,1,3,17855.891111111112,21306.388055555555
63,1,22,4,8,0,889,1,2,3,23181.075,23166.95833333333
64,2,30,4,8,0,679,3,3,1,29000.22527777778,29002.20861111111
28,0,8,1,3,1,0,0,3,3,21273.225972222222,21306.388055555555
51,0,10,4,0,0,2272,0,2,5,21352.859166666665,21353.37583333333
47,0,5,0,6,0,2698,1,2,2,29275.243055555555,29277.37638888889
61,2,5,4,10,0,241,0,0,5,15541.143333333332,15548.426666666666
42,1,22,0,7,1,0,0,2,3,21273.225972222222,21306.388055555555
47,1,32,3,9,1,0,0,0,3,21273.225972222222,21306.388055555555
61,0,33,3,10,2,0,2,0,3,23144.42777777778,21306.388055555555
19,2,9,4,7,0,453,0,0,4,21027.011666666665,21028.145
35,0,29,4,15,0,2369,3,3,1,20969.27833333333,20966.228333333333
41,0,25,4,11,2,0,0,2,3,22997.09555555556,21306.388055555555
18,2,35,4,4,1,0,1,1,3,21273.225972222222,21306.388055555555
33,2,35,2,13,2,0,2,0,3,23926.263055555555,21306.388055555555
40,0,30,2,6,2,0,2,3,3,18905.046666666665,21306.388055555555
70,0,4,0,5,2,0,3,0,3,15168.163611111111,21306.388055555555
43,1,13,2,0,1,0,0,3,3,21273.225972222222,21306.388055555555
48,0,18,0,7,1,0,3,3,3,21273.225972222222,21306.388055555555
57,1,20,1,13,1,0,0,2,3,21273.225972222222,21306.388055555555
32,1,1,3,10,2,0,1,3,3,15205.748055555556,21306.388055555555
27,1,29,0,0,0,1321,3,1,4,19671.99861111111,19676.19861111111
47,0,25,0,9,1,0,2,0,3,21273.225972222222,21306.388055555555
59,1,14,0,13,0,1705,2,2,2,20373.04888888889,20365.59888888889
56,0,13,0,10,0,1622,2,0,5,28482.8825,28477.365833333333
36,1,9,1,15,1,0,3,2,3,21273.225972222222,21306.388055555555
38,2,7,2,12,0,2000,1,0,2,12513.316388888888,12522.533055555556
61,0,20,1,5,0,391,1,0,2,17816.283333333333,17813.45
42,2,6,4,3,1,0,2,1,3,21273.225972222222,21306.388055555555
20,0,10,2,11,0,1129,1,2,5,29462.834166666667,29467.9175
60,0,26,4,7,2,0,1,1,3,25864.784722222223,21306.388055555555
47,2,27,1,0,0,1065,2,3,5,17244.518333333333,17252.051666666666
34,1,32,2,13,0,2269,0,1,1,27660.018888888888,27652.30222222222
26,2,25,2,2,1,0,0,2,3,21273.225972222222,21306.388055555555
36,0,6,1,3,2,0,1,0,3,13896.103055555555,21306.388055555555
29,1,40,0,2,2,0,2,3,3,26751.136666666665,21306.388055555555
35,0,33,2,15,1,0,3,3,3,21273.225972222222,21306.388055555555
70,1,32,2,1,0,2661,1,1,4,22362.30444444445,22365.77111111111
33,2,28,1,15,1,0,1,0,3,21273.225972222222,21306.388055555555
30,2,25,2,1,2,0,0,3,3,25049.73833333333,21306.388055555555
53,2,2,0,11,0,402,0,1,2,21327.121944444443,21315.938611111116
27,1,39,1,15,2,0,3,2,3,16549.355833333335,21306.388055555555
22,2,37,1,8,0,2685,1,3,2,13802.772777777778,13803.10611111111
47,1,36,0,9,0,1245,1,0,3,13839.539722222222,13829.073055555556
52,0,9,1,14,2,0,1,3,3,15926.523611111112,21306.388055555555
24,2,19,3,7,1,0,3,1,3,21273.225972222222,21306.388055555555
42,0,8,2,7,2,0,0,3,3,12957.857777777775,21306.388055555555
53,2,31,3,3,2,0,1,1,3,18697.00833333333,21306.388055555555
52,2,29,1,6,2,0,0,2,3,26596.658333333333,21306.388055555555
33,0,40,4,15,2,0,3,3,3,14063.625277777775,21306.388055555555
64,0,26,3,13,1,0,3,0,3,21273.225972222222,21306.388055555555
41,0,33,4,4,1,0,0,0,3,21273.225972222222,21306.388055555555
53,1,5,1,12,0,1437,0,2,2,28854.64305555556,28859.84305555556
33,2,36,1,2,1,0,3,3,3,21273.225972222222,21306.388055555555
54,0,14,1,3,0,295,1,2,5,13955.576944444443,13957.243611111113
45,1,12,4,11,1,0,1,3,3,21273.225972222222,21306.388055555555
46,0,27,4,8,1,0,1,0,3,21273.225972222222,21306.388055555555
60,2,8,1,3,2,0,3,3,3,14047.261666666667,21306.388055555555
20,1,0,4,1,2,0,1,2,3,19152.52888888889,21306.388055555555
70,1,24,1,8,1,0,2,0,3,21273.225972222222,21306.388055555555
40,1,6,0,15,1,0,3,0,3,21273.225972222222,21306.388055555555
42,0,1,4,11,1,0,0,1,3,21273.225972222222,21306.388055555555
44,2,3,2,0,1,0,3,3,3,21273.225972222222,21306.388055555555
59,0,23,4,9,2,0,3,0,3,18356.914166666666,21306.388055555555
47,0,31,2,12,1,0,3,0,3,21273.225972222222,21306.388055555555
24,0,16,3,3,0,2241,0,3,5,21528.34833333333,21541.448333333334
20,1,34,2,6,2,0,2,1,3,26244.981944444444,21306.388055555555
18,2,10,3,2,1,0,3,0,3,21273.225972222222,21306.388055555555
28,1,31,1,1,1,0,3,1,3,21273.225972222222,21306.388055555555
61,2,34,1,7,1,0,1,0,3,21273.225972222222,21306.388055555555
49,2,41,3,8,2,0,0,3,3,13425.333888888888,21306.388055555555
62,0,31,2,4,1,0,0,1,3,21273.225972222222,21306.388055555555
36,0,2,4,5,1,0,2,2,3,21273.225972222222,21306.388055555555
60,1,37,2,8,0,1228,0,1,4,26213.66833333333,26207.435
56,2,8,2,3,0,1453,2,3,1,15612.76888888889,15605.535555555556
44,2,23,1,10,1,0,2,3,3,21273.225972222222,21306.388055555555
30,0,41,1,1,1,0,2,0,3,21273.225972222222,21306.388055555555
70,1,10,1,14,2,0,0,1,3,19051.36972222222,21306.388055555555
42,1,22,0,4,1,0,2,3,3,21273.225972222222,21306.388055555555
60,1,5,2,13,2,0,1,2,3,20014.08722222222,21306.388055555555
27,1,31,2,13,2,0,1,3,3,22850.071111111112,21306.388055555555
62,0,12,3,4,2,0,0,1,3,21472.68833333333,21306.388055555555
41,1,38,2,5,0,1694,1,2,5,28817.505,28799.521666666667
26,2,33,1,10,0,342,1,3,4,29616.922222222223,29631.73888888889
31,2,37,1,4,2,0,2,2,3,14237.95611111111,21306.388055555555
51,2,23,3,14,0,2651,1,1,2,13467.673055555557,13467.93972222222
46,2,39,1,10,0,276,0,0,4,15793.49,15807.423333333334
47,2,31,1,14,1,0,2,1,3,21273.225972222222,21306.388055555555
67,2,1,4,12,2,0,2,1,3,16910.474444444444,21306.388055555555
56,2,36,0,7,0,2587,3,3,3,25095.77472222222,25079.40805555556
62,0,23,2,6,2,0,1,1,3,18145.091944444444,21306.388055555555
38,0,23,1,6,0,1620,2,2,2,17478.075277777778,17483.141944444444
35,2,4,0,2,1,0,0,2,3,21273.225972222222,21306.388055555555
70,2,33,1,3,0,613,0,0,3,25721.909722222223,25705.793055555558
41,2,38,1,2,0,244,3,1,4,12727.926944444444,12720.026944444444
63,1,28,2,4,1,0,0,0,3,21273.225972222222,21306.388055555555
24,0,11,1,11,0,1833,1,0,4,27039.694722222222,27042.278055555555
59,2,40,4,11,0,1624,1,2,4,24879.361666666668,24887.12833333333
28,1,9,2,5,2,0,0,1,3,13365.245555555555,21306.388055555555
57,0,25,0,8,0,2271,1,0,5,27426.2625,27412.545833333334
38,2,10,1,12,1,0,1,1,3,21273.225972222222,21306.388055555555
30,0,4,0,11,2,0,2,2,3,15151.896388888888,21306.388055555555
56,1,20,0,8,2,0,1,3,3,27039.446944444444,21306.388055555555
29,1,21,1,0,1,0,3,2,3,21273.225972222222,21306.388055555555
51,1,31,2,15,2,0,3,0,3,16565.398055555557,21306.388055555555
30,1,16,2,14,2,0,0,3,3,19753.798055555555,21306.388055555555
64,0,11,1,3,1,0,0,1,3,21273.225972222222,21306.388055555555
70,2,5,2,12,1,0,3,1,3,21273.225972222222,21306.388055555555
48,2,28,4,1,0,364,0,2,1,18196.132777777777,18209.049444444445
49,2,14,2,9,2,0,3,0,3,25132.71638888889,21306.388055555555
40,1,0,2,15,0,41,3,2,1,13906.783611111112,13903.466944444444
61,0,27,0,14,0,2066,0,3,2,18848.266944444444,18847.666944444445
66,1,4,4,4,2,0,2,0,3,23335.75083333333,21306.388055555555
69,2,40,3,9,0,2375,0,1,2,29467.668055555558,29471.234722222223
32,0,6,4,10,0,2028,2,2,4,25788.01861111111,25796.485277777778
39,0,7,1,13,0,202,1,1,1,22909.585277777776,22905.301944444444
35,0,39,0,11,1,0,1,1,3,21273.225972222222,21306.388055555555
47,0,15,4,15,1,0,1,2,3,21273.225972222222,21306.388055555555
23,2,25,4,8,2,0,3,1,3,12791.503333333334,21306.388055555555
34,2,25,0,12,2,0,1,0,3,18951.070555555558,21306.388055555555
44,1,9,1,12,1,0,1,3,3,21273.225972222222,21306.388055555555
59,1,19,4,5,2,0,0,2,3,24348.555,21306.388055555555
27,0,20,1,5,2,0,3,1,3,14651.572222222225,21306.388055555555
32,0,16,0,4,2,0,0,1,3,24226.1225,21306.388055555555
26,2,39,0,9,2,0,2,0,3,22890.089722222223,21306.388055555555
36,1,8,2,4,0,1425,0,1,1,14899.039722222222,14893.673055555557
29,2,28,3,14,1,0,3,3,3,21273.225972222222,21306.388055555555
40,0,5,2,2,2,0,1,0,3,29499.840555555555,21306.388055555555
59,1,11,4,8,2,0,0,2,3,21080.574444444443,21306.388055555555
63,2,17,2,13,2,0,2,3,3,27214.191666666666,21306.388055555555
62,1,30,0,12,0,2171,0,1,2,18027.85861111111,18036.85861111111
29,1,30,3,14,2,0,0,2,3,18659.209166666667,21306.388055555555
25,2,9,3,2,0,1588,3,0,5,15797.576388888889,15793.893055555556
64,0,41,3,4,2,0,3,1,3,14033.193333333333,21306.388055555555
34,0,11,2,7,2,0,1,2,3,20391.926944444444,21306.388055555555
21,1,28,1,14,2,0,0,0,3,25850.344166666662,21306.388055555555
45,0,30,0,14,1,0,3,1,3,21273.225972222222,21306.388055555555
19,1,12,0,8,2,0,3,0,3,25513.395,21306.388055555555
31,1,27,1,0,1,0,2,3,3,21273.225972222222,21306.388055555555
67,2,26,4,12,1,0,2,2,3,21273.225972222222,21306.388055555555
67,2,1,0,8,1,0,3,2,3,21273.225972222222,21306.388055555555
27,0,15,2,13,0,459,2,0,4,21491.18,21499.346666666668
31,1,17,0,6,1,0,0,1,3,21273.225972222222,21306.388055555555
67,1,28,4,9,1,0,3,0,3,21273.225972222222,21306.388055555555
30,1,1,2,3,2,0,3,0,3,28743.61472222222,21306.388055555555
47,1,39,2,10,1,0,3,0,3,21273.225972222222,21306.388055555555
39,0,28,0,7,2,0,3,3,3,22243.21583333333,21306.388055555555
19,2,3,2,11,1,0,1,1,3,21273.225972222222,21306.388055555555
48,2,30,1,14,2,0,1,1,3,24152.41611111111,21306.388055555555
24,1,34,2,6,2,0,0,3,3,23572.33333333333,21306.388055555555
29,1,4,2,1,2,0,2,2,3,21072.08388888889,21306.388055555555
67,1,20,1,10,2,0,2,2,3,12768.117777777778,21306.388055555555
68,1,18,4,5,2,0,1,1,3,15785.384722222225,21306.388055555555
30,0,13,2,12,1,0,0,3,3,21273.225972222222,21306.388055555555
38,1,0,0,2,2,0,3,0,3,27847.918611111112,21306.388055555555
42,0,30,4,13,0,1730,0,0,3,20949.818888888887,20936.46888888889
26,0,5,1,13,1,0,0,1,3,21273.225972222222,21306.388055555555
30,2,35,3,7,2,0,3,3,3,28325.603333333333,21306.388055555555
23,0,33,2,1,2,0,0,3,3,17440.486666666668,21306.388055555555
54,2,26,4,15,2,0,3,0,3,22137.42027777778,21306.388055555555
54,2,30,1,5,2,0,0,1,3,18361.770277777778,21306.388055555555
22,0,40,4,10,2,0,3,1,3,28760.137222222223,21306.388055555555
64,1,39,0,8,2,0,0,1,3,26500.92111111111,21306.388055555555
33,1,16,1,15,0,962,3,0,4,26248.221388888887,26250.504722222224
56,2,23,1,5,2,0,0,1,3,29700.205,21306.388055555555
51,1,10,4,15,2,0,3,0,3,24840.63888888889,21306.388055555555
27,0,9,2,12,1,0,1,1,3,21273.225972222222,21306.388055555555
65,0,5,2,10,2,0,1,1,3,17563.356111111112,21306.388055555555
65,1,10,0,14,1,0,0,1,3,21273.225972222222,21306.388055555555
40,0,26,3,1,1,0,1,1,3,21273.225972222222,21306.388055555555
48,2,16,3,6,1,0,3,3,3,21273.225972222222,21306.388055555555
32,2,36,3,5,2,0,1,0,3,23641.724444444444,21306.388055555555
36,2,13,4,14,2,0,3,0,3,25276.924444444445,21306.388055555555
38,1,28,4,2,0,1145,0,2,1,15819.508333333331,15823.341666666667
28,2,22,2,15,0,249,2,2,1,12730.558888888889,12738.625555555556
